City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Obidos,BR,2022-06-14 06:27:32,-1.9175,-55.5181,70.75,97,10,1.54
297,Freeport,US,2022-06-14 06:27:32,40.6576,-73.5832,75.99,59,0,9.22
298,Sabha,LY,2022-06-14 06:27:33,27.0377,14.4283,78.6,27,7,11.32
299,Norman Wells,CA,2022-06-14 06:27:33,65.282,-126.8329,44.64,81,40,5.75
300,Makaryev,RU,2022-06-14 06:27:33,57.8797,43.8069,67.01,67,93,6.44
301,Raga,SS,2022-06-14 06:27:34,8.4596,25.678,74.3,82,99,3.38
302,Manokwari,ID,2022-06-14 06:27:34,-0.8667,134.0833,83.34,71,100,8.14
303,San Cristobal,VE,2022-06-14 06:27:34,7.7669,-72.225,64.96,98,100,3.06
304,Ossora,RU,2022-06-14 06:27:35,59.2353,163.0719,54.12,59,47,0.76
305,Trairi,BR,2022-06-14 06:24:25,-3.2778,-39.2689,73.33,88,8,6.44
306,Shimoda,JP,2022-06-14 06:27:35,34.6667,138.95,64.76,85,100,18.05
307,Kaupanger,NO,2022-06-14 06:27:36,61.1845,7.2404,52.29,93,75,6.91
308,Nanakuli,US,2022-06-14 06:27:36,21.3906,-158.1547,80.55,65,0,8.05
309,Vila,PT,2022-06-14 06:27:36,42.0304,-8.1588,59.7,91,91,3.38
310,Eyl,SO,2022-06-14 06:27:37,7.9803,49.8164,87.58,46,65,31.23
311,Yerbogachen,RU,2022-06-14 06:27:37,61.2767,108.0108,68.31,54,41,4.41
312,Vostok,RU,2022-06-14 06:27:37,46.4856,135.8833,77.54,35,5,4.94
313,Samarai,PG,2022-06-14 06:27:38,-10.6167,150.6667,83.3,75,9,13.47
314,Butaritari,KI,2022-06-14 06:27:38,3.0707,172.7902,81.75,76,20,12.88
315,Bela,IN,2022-06-14 06:27:38,25.9333,81.9833,112.26,16,13,11.39
316,Pilibanga,IN,2022-06-14 06:28:39,29.4916,74.079,108.07,21,0,13.35
317,Bolobo,CD,2022-06-14 06:28:39,-2.1667,16.2333,73.62,73,100,0.67
318,Altamont,US,2022-06-14 06:28:39,42.2068,-121.7372,42.64,70,0,5.75
319,Tsabong,BW,2022-06-14 06:28:40,-26.0217,22.401,57.58,41,100,14.09
320,Garowe,SO,2022-06-14 06:28:40,8.4054,48.4845,83.66,47,100,28.23
321,Lensk,RU,2022-06-14 06:28:40,60.7253,114.9278,79.16,18,6,6.15
322,Atkarsk,RU,2022-06-14 06:28:41,51.8718,45.0078,69.13,58,100,8.3
323,Anadyr,RU,2022-06-14 06:28:41,64.75,177.4833,36.1,93,75,6.71
324,Severnoye,RU,2022-06-14 06:28:41,56.3491,78.3619,70.61,71,59,4.14
325,Luderitz,NA,2022-06-14 06:28:42,-26.6481,15.1594,56.28,91,28,7.9
326,Dwarka,IN,2022-06-14 06:28:42,22.2394,68.9678,88.05,64,77,7.49
327,Kapit,MY,2022-06-14 06:28:42,2.0167,112.9333,92.79,47,98,2.73
328,Poum,NC,2022-06-14 06:28:43,-20.2333,164.0167,75.78,84,100,9.93
329,Narsaq,GL,2022-06-14 06:28:43,60.9167,-46.05,41.22,57,7,2.04
330,Derzhavinsk,KZ,2022-06-14 06:28:43,51.1,66.3167,68.13,45,9,12.84
331,Haapiti,PF,2022-06-14 06:28:44,-17.5667,-149.8667,76.73,67,12,21.0
332,Bengkulu,ID,2022-06-14 06:28:44,-3.8004,102.2655,83.77,64,28,6.22
333,Joniskis,LT,2022-06-14 06:28:44,56.2403,23.6153,50.92,88,100,6.38
334,Rossland,CA,2022-06-14 06:28:45,49.0831,-117.8022,44.73,79,100,5.99
335,Basco,PH,2022-06-14 06:28:45,20.4487,121.9702,85.35,76,98,12.91
336,Mahanoro,MG,2022-06-14 06:28:45,-19.9,48.8,68.79,93,100,12.64
337,Rosarito,MX,2022-06-14 06:28:46,32.3333,-117.0333,64.47,82,51,0.74
338,Teguise,ES,2022-06-14 06:28:46,29.0605,-13.564,66.42,83,20,5.75
339,Taltal,CL,2022-06-14 06:28:46,-25.4,-70.4833,55.76,80,54,1.88
340,Alto Araguaia,BR,2022-06-14 06:28:47,-17.3147,-53.2153,56.26,41,43,4.45
341,Young,UY,2022-06-14 06:28:47,-32.6833,-57.6333,44.26,92,7,7.07
342,Sur,OM,2022-06-14 06:28:47,22.5667,59.5289,90.12,60,2,4.65
343,Saint-Augustin,CA,2022-06-14 06:28:48,51.226,-58.6502,53.4,70,59,1.9
344,Horasan,TR,2022-06-14 06:28:48,40.0458,42.1728,65.21,57,85,3.87
345,Alexander City,US,2022-06-14 06:28:48,32.944,-85.9539,78.58,94,0,0.0
346,Raymondville,US,2022-06-14 06:28:49,26.4815,-97.7831,82.4,77,89,16.22
347,Seoul,KR,2022-06-14 06:25:26,37.5683,126.9778,76.6,41,0,14.97
348,Mbuji-Mayi,CD,2022-06-14 06:28:49,-6.15,23.6,74.89,50,13,3.11
349,Bandarbeyla,SO,2022-06-14 06:28:49,9.4942,50.8122,87.57,48,99,30.11
350,Hovd,MN,2022-06-14 06:28:50,48.0056,91.6419,89.01,14,45,0.81
351,Coihaique,CL,2022-06-14 06:27:56,-45.5752,-72.0662,38.01,100,75,2.3
352,Corinto,GR,2022-06-14 06:28:50,37.9407,22.9573,81.9,64,7,5.86
353,Santiago Del Estero,AR,2022-06-14 06:28:50,-27.7951,-64.2615,53.26,37,0,12.82
354,Northam,GB,2022-06-14 06:28:51,51.0333,-4.2167,53.38,89,2,2.55
355,Tessalit,ML,2022-06-14 06:28:51,20.1986,1.0114,89.64,20,33,7.58
356,Novyy Urengoy,RU,2022-06-14 06:28:51,66.0833,76.6333,61.12,69,100,11.97
357,Nemuro,JP,2022-06-14 06:28:52,43.3236,145.575,51.04,78,0,11.7
358,Ushumun,RU,2022-06-14 06:28:52,52.7833,126.5333,64.26,88,100,6.04
359,Ferkessedougou,CI,2022-06-14 06:28:52,9.6,-5.2,71.1,92,6,4.52
360,Mount Gambier,AU,2022-06-14 06:28:53,-37.8333,140.7667,56.46,57,99,13.51
361,Ust-Omchug,RU,2022-06-14 06:28:53,61.15,149.6333,47.43,79,100,5.28
362,Borgarnes,IS,2022-06-14 06:28:53,64.5383,-21.9206,48.81,90,100,9.69
363,Hede,CN,2022-06-14 06:29:54,33.7681,120.2517,89.53,26,4,10.4
364,Lucan,IE,2022-06-14 06:29:54,53.3592,-6.4389,54.61,74,75,6.91
365,Callander,GB,2022-06-14 06:29:54,56.2441,-4.2164,53.53,91,100,3.42
366,Lorengau,PG,2022-06-14 06:29:55,-2.0226,147.2712,84.6,63,14,10.85
367,Zhigansk,RU,2022-06-14 06:29:55,66.7697,123.3711,65.1,45,5,6.93
368,Touros,BR,2022-06-14 06:29:55,-5.1989,-35.4608,73.22,80,2,9.06
369,Kalmunai,LK,2022-06-14 06:29:56,7.4167,81.8167,89.31,57,100,6.55
370,Drumheller,CA,2022-06-14 06:29:56,51.4617,-112.7101,54.73,94,100,6.91
371,Tambilil,PH,2022-06-14 06:29:56,5.9622,124.6697,93.09,73,92,4.83
372,Vizianagaram,IN,2022-06-14 06:29:57,18.1167,83.4167,96.31,33,13,4.14
373,Qaqortoq,GL,2022-06-14 06:29:57,60.7167,-46.0333,38.79,65,2,0.81
374,Bellevue,US,2022-06-14 06:29:57,47.6104,-122.2007,53.74,81,100,14.97
375,Nabire,ID,2022-06-14 06:29:58,-3.3667,135.4833,84.09,74,74,4.56
376,Tuy Hoa,VN,2022-06-14 06:27:54,13.0833,109.3,93.83,52,56,12.64
377,Rafaela,AR,2022-06-14 06:29:58,-31.2503,-61.4867,44.98,55,3,4.0
378,Mosetse,BW,2022-06-14 06:29:58,-20.75,26.65,53.96,56,0,5.73
379,Mirandopolis,BR,2022-06-14 06:29:59,-21.1336,-51.1017,49.6,69,0,8.25
380,Maryville,US,2022-06-14 06:29:59,35.7565,-83.9705,80.8,90,40,10.36
381,El Vigia,VE,2022-06-14 06:29:59,8.6219,-71.6506,73.18,83,66,4.5
382,Namatanai,PG,2022-06-14 06:30:00,-3.6667,152.4333,82.0,77,36,8.3
383,Sola,VU,2022-06-14 06:30:00,-13.8833,167.55,77.67,94,75,0.0
384,Torbat-E Jam,IR,2022-06-14 06:30:01,35.244,60.6225,96.96,12,75,10.25
385,General Pico,AR,2022-06-14 06:30:01,-35.6566,-63.7568,53.47,37,100,12.97
386,Pribinic,BA,2022-06-14 06:30:02,44.6106,17.6906,64.81,82,91,1.9
387,Ocean City,US,2022-06-14 06:30:02,39.2776,-74.5746,73.42,92,100,5.3
388,Curillo,CO,2022-06-14 06:30:03,1.0333,-75.9191,65.52,95,100,1.07
389,Half Moon Bay,US,2022-06-14 06:28:22,37.4636,-122.4286,63.88,78,0,14.97
390,Talaya,RU,2022-06-14 06:30:04,61.3833,152.75,56.39,50,100,10.65
391,Ulaanbaatar,MN,2022-06-14 06:25:15,47.9077,106.8832,78.93,21,40,6.71
392,Alekseyevka,RU,2022-06-14 06:30:04,50.6309,38.6903,74.48,70,10,7.96
393,Cardonal,MX,2022-06-14 06:30:04,20.6,-99.1333,59.29,91,100,4.9
394,Avera,US,2022-06-14 06:28:31,33.194,-82.5271,79.56,67,1,6.04
395,Burns Lake,CA,2022-06-14 06:28:19,54.2331,-125.7533,47.62,68,85,3.69
396,Dargaville,NZ,2022-06-14 06:30:05,-35.9333,173.8833,57.04,66,20,13.15
397,Belle Fourche,US,2022-06-14 06:30:06,44.6714,-103.8522,60.49,88,100,9.86
398,Kirakira,SB,2022-06-14 06:30:06,-10.4544,161.9205,80.4,84,80,10.67
399,Carnaiba,BR,2022-06-14 06:30:07,-8.7,-37.6667,67.68,95,11,3.96
400,Bom Jesus,BR,2022-06-14 06:30:07,-9.0744,-44.3586,67.66,83,4,1.83
401,Quelimane,MZ,2022-06-14 06:30:08,-17.8786,36.8883,71.11,87,21,2.01
402,Gatehouse Of Fleet,GB,2022-06-14 06:30:08,54.882,-4.1843,53.58,83,100,4.92
403,Gaziantep,TR,2022-06-14 06:30:08,37.0594,37.3825,75.56,60,20,8.05
404,Qorveh,IR,2022-06-14 06:30:09,35.1664,47.8045,76.01,16,0,14.88
405,Cidreira,BR,2022-06-14 06:30:09,-30.1811,-50.2056,57.02,92,4,5.91
406,Bathsheba,BB,2022-06-14 06:30:10,13.2167,-59.5167,79.41,89,20,14.97
407,Kedougou,SN,2022-06-14 06:30:10,12.5579,-12.1743,75.78,100,0,4.61
408,San Ramon De La Nueva Oran,AR,2022-06-14 06:30:10,-23.1322,-64.326,45.43,67,0,1.63
409,Povolzhskiy,RU,2022-06-14 06:30:11,53.5854,49.7629,71.22,59,14,6.51
410,Mareeba,AU,2022-06-14 06:30:11,-17.0,145.4333,75.43,67,0,6.17
411,Nizhniy Tsasuchey,RU,2022-06-14 06:31:11,50.5167,115.1333,79.27,26,98,2.98
412,Stykkisholmur,IS,2022-06-14 06:31:12,65.0757,-22.7297,47.19,87,100,9.62
413,Sabla,NG,2022-06-14 06:31:12,12.7525,4.7077,84.97,53,18,12.86
414,Beringovskiy,RU,2022-06-14 06:31:12,63.05,179.3167,32.02,98,100,2.46
415,The Valley,AI,2022-06-14 06:31:13,18.217,-63.0578,80.46,78,3,17.76
416,Mildura,AU,2022-06-14 06:31:13,-34.2,142.15,57.07,64,3,12.77
417,Naze,JP,2022-06-14 06:31:13,28.3667,129.4833,79.72,82,85,16.67
418,Bud,US,2022-06-14 06:31:14,39.447,-86.1758,83.89,83,99,9.13
419,Cornwall,CA,2022-06-14 06:30:24,45.0181,-74.7281,56.98,93,0,4.61
420,Darien,US,2022-06-14 06:31:14,41.752,-87.974,79.86,88,40,3.44
421,Cockburn Town,TC,2022-06-14 06:31:14,21.4612,-71.1419,79.57,80,7,18.05
422,San-Pedro,CI,2022-06-14 06:31:15,4.7485,-6.6363,72.73,83,5,4.61
423,Naryan-Mar,RU,2022-06-14 06:31:15,67.6713,53.087,59.14,65,96,8.25
424,Flinders,AU,2022-06-14 06:28:40,-34.5833,150.8552,62.38,65,57,3.0
425,Nkayi,CG,2022-06-14 06:31:16,-4.1841,13.2884,73.44,77,100,1.59
426,Mayumba,GA,2022-06-14 06:31:16,-3.432,10.6554,74.91,83,87,4.9
427,Coxim,BR,2022-06-14 06:31:10,-18.5067,-54.76,52.47,59,0,5.5
428,Ginda,IN,2022-06-14 06:31:16,30.6945,78.4932,92.48,16,0,7.05
429,Chapais,CA,2022-06-14 06:31:17,49.7834,-74.8492,53.38,97,6,2.62
430,Semporna,MY,2022-06-14 06:31:17,4.4818,118.6112,86.16,60,96,5.17
431,Jiaonan,CN,2022-06-14 06:31:17,35.8786,119.9753,72.88,67,100,4.56
432,Uyuni,BO,2022-06-14 06:31:18,-20.4597,-66.825,28.4,16,0,3.76
433,Suluova,TR,2022-06-14 06:31:18,40.8313,35.6479,66.06,82,75,0.0
434,Banda Aceh,ID,2022-06-14 06:31:18,5.5577,95.3222,85.77,68,87,10.22
435,Mercedes,AR,2022-06-14 06:27:35,-34.6515,-59.4307,44.85,80,79,8.88
436,Matara,LK,2022-06-14 06:31:19,5.9485,80.5353,86.95,67,100,13.02
437,Havre-Saint-Pierre,CA,2022-06-14 06:31:19,50.2334,-63.5986,53.96,76,100,10.36
438,Tucuman,AR,2022-06-14 06:30:19,-26.8241,-65.2226,46.4,76,0,5.75
439,Nushki,PK,2022-06-14 06:31:20,29.5542,66.0215,100.69,11,0,11.74
440,Nizhniy Kuranakh,RU,2022-06-14 06:31:20,58.8353,125.4869,60.78,71,99,2.91
441,Padang,ID,2022-06-14 06:31:20,-0.9492,100.3543,84.25,68,100,3.49
442,Kuusamo,FI,2022-06-14 06:31:21,65.9667,29.1833,62.64,63,0,5.75
443,Boly,HU,2022-06-14 06:31:21,45.9672,18.5183,65.08,53,86,7.58
444,Novikovo,RU,2022-06-14 06:31:21,51.1537,37.8879,73.44,68,0,6.69
445,Dongsheng,CN,2022-06-14 06:31:22,39.8161,109.9776,77.63,19,1,17.18
446,Harer,ET,2022-06-14 06:31:22,9.3094,42.1258,69.4,56,100,9.53
447,Baykit,RU,2022-06-14 06:31:22,61.67,96.37,75.9,38,100,8.43
448,Klaksvik,FO,2022-06-14 06:31:23,62.2266,-6.589,50.92,98,100,17.65
449,Westerland,DE,2022-06-14 06:31:23,54.9079,8.3033,57.22,72,75,13.8
450,Andros Town,BS,2022-06-14 06:30:14,24.7,-77.7667,82.36,77,3,12.1
451,Simao,CN,2022-06-14 06:31:23,22.7886,100.9748,72.5,91,100,3.04
452,Vitim,RU,2022-06-14 06:31:24,59.4511,112.5578,80.02,22,13,2.01
453,Astana,KZ,2022-06-14 06:31:24,51.1801,71.446,67.95,45,75,15.66
454,Kazachinskoye,RU,2022-06-14 06:31:24,57.6953,93.2761,86.25,33,100,6.67
455,Cabedelo,BR,2022-06-14 06:31:25,-6.9811,-34.8339,72.27,69,100,10.51
456,Wewak,PG,2022-06-14 06:31:25,-3.5534,143.6268,83.37,73,48,9.08
457,Acarau,BR,2022-06-14 06:31:25,-2.8856,-40.12,74.3,86,18,9.93
458,Ouadda,CF,2022-06-14 06:31:26,8.0777,22.4007,69.55,94,100,8.68
459,Salekhard,RU,2022-06-14 06:32:26,66.53,66.6019,60.91,35,51,5.44
460,Iracoubo,GF,2022-06-14 06:32:26,5.4802,-53.2011,74.79,89,96,3.22
461,Obo,CF,2022-06-14 06:32:27,5.3998,26.4869,76.8,77,100,3.06
462,Egvekinot,RU,2022-06-14 06:32:19,66.3167,-179.1667,34.97,57,90,12.19
463,Road Town,VG,2022-06-14 06:29:11,18.4167,-64.6167,78.89,76,3,19.89
464,Chandia,IN,2022-06-14 06:32:27,23.65,80.7,102.67,28,9,12.37
465,Takoradi,GH,2022-06-14 06:32:28,4.8845,-1.7554,77.27,82,100,6.71
466,Hirara,JP,2022-06-14 06:32:28,24.8,125.2833,88.07,84,40,19.57
467,Guerrero Negro,MX,2022-06-14 06:32:28,27.9769,-114.0611,62.62,88,4,12.73
468,Usinsk,RU,2022-06-14 06:32:29,65.9939,57.5281,66.51,28,98,10.47
469,Waddan,LY,2022-06-14 06:32:29,29.1614,16.139,77.0,46,0,2.26
470,Tual,ID,2022-06-14 06:32:29,-5.6667,132.75,82.11,78,100,17.36
471,Takapau,NZ,2022-06-14 06:32:30,-40.0333,176.35,50.74,74,47,19.62
472,Gainesville,US,2022-06-14 06:31:29,29.6516,-82.3248,79.09,86,0,4.61
473,Puerto El Triunfo,SV,2022-06-14 06:32:30,13.2833,-88.55,74.75,95,99,10.04
474,Tazovskiy,RU,2022-06-14 06:32:30,67.4667,78.7,60.57,57,77,14.76
475,Salinopolis,BR,2022-06-14 06:32:31,-0.6136,-47.3561,79.84,77,96,9.28
476,Mehran,IR,2022-06-14 06:32:31,33.1222,46.1646,102.43,10,0,12.84
477,Bani Walid,LY,2022-06-14 06:32:31,31.7566,13.9942,75.13,48,0,7.74
478,Mariental,NA,2022-06-14 06:32:32,-24.6333,17.9667,50.25,63,0,8.37
479,Gigmoto,PH,2022-06-14 06:32:32,13.7796,124.39,86.7,70,12,9.33
480,Chongwe,ZM,2022-06-14 06:32:32,-15.3292,28.682,65.03,47,0,5.28
481,Biltine,TD,2022-06-14 06:32:33,14.5333,20.9167,87.44,41,98,5.55
482,Tamiahua,MX,2022-06-14 06:30:05,21.2667,-97.45,77.68,90,94,9.89
483,Barcelona,ES,2022-06-14 06:32:33,41.3888,2.159,82.15,47,0,10.36
484,Omsukchan,RU,2022-06-14 06:30:02,62.5333,155.8,58.21,33,0,7.52
485,Casa Nova,BR,2022-06-14 06:32:34,-9.4167,-41.1333,71.98,80,14,17.45
486,North Vanlaiphai,IN,2022-06-14 06:32:34,23.1333,93.0667,75.56,72,100,3.06
487,Anton Lizardo,MX,2022-06-14 06:32:34,19.05,-95.9833,77.22,84,100,10.8
488,Portland,US,2022-06-14 06:29:37,45.5234,-122.6762,54.48,81,100,8.01
489,Weihe,CN,2022-06-14 06:32:35,32.9952,105.3247,85.03,28,57,6.89
490,Komsomolskiy,UZ,2022-06-14 06:32:35,40.4272,71.7189,84.92,26,0,4.61
491,Acacias,CO,2022-06-14 06:32:35,3.987,-73.758,65.75,95,89,2.21
492,Toktogul,KG,2022-06-14 06:32:36,41.8708,72.9402,70.86,62,4,3.29
493,Masaki,JP,2022-06-14 06:32:36,33.7876,132.7112,71.49,94,75,14.97
494,Edd,ER,2022-06-14 06:32:36,13.9297,41.6925,95.13,42,100,12.15
495,Manoel Urbano,BR,2022-06-14 06:32:37,-8.8389,-69.2597,61.03,84,71,1.01
496,Barra Patuca,HN,2022-06-14 06:32:37,15.8,-84.2833,76.89,89,100,11.25
497,Tefe,BR,2022-06-14 06:32:38,-3.3542,-64.7114,69.35,100,100,1.54
498,Vanderhoof,CA,2022-06-14 06:32:38,54.0166,-124.0198,50.11,55,100,8.68
499,Pitea,SE,2022-06-14 06:32:38,65.3172,21.4794,64.49,48,21,3.58
500,Emba,KZ,2022-06-14 06:32:38,48.8264,58.1442,71.33,41,0,12.21
501,Sembe,CG,2022-06-14 06:32:39,1.6481,14.5806,73.29,92,100,0.81
502,San Dionisio Del Mar,MX,2022-06-14 06:32:39,16.3333,-94.75,78.66,82,100,17.49
503,Magdagachi,RU,2022-06-14 06:32:39,53.45,125.8,60.44,98,100,2.66
504,Batsfjord,NO,2022-06-14 06:32:40,70.6345,29.7185,44.38,75,75,9.22
505,Tchollire,CM,2022-06-14 06:32:40,8.4022,14.1698,78.57,67,100,2.21
506,Palencia,ES,2022-06-14 06:33:40,42.4167,-4.5,71.2,52,99,1.81
507,Price,US,2022-06-14 06:33:41,39.5994,-110.8107,55.11,47,0,9.22
508,Karasjok,NO,2022-06-14 06:33:41,69.4719,25.5112,48.02,75,100,9.06
509,Piacabucu,BR,2022-06-14 06:33:41,-10.4056,-36.4344,72.86,90,12,2.98
510,Udachnyy,RU,2022-06-14 06:30:51,66.4167,112.4,73.45,28,26,4.29
511,Lehrte,DE,2022-06-14 06:33:42,52.3833,9.9667,60.06,78,100,7.11
512,Konotop,UA,2022-06-14 06:33:42,51.2403,33.2026,67.8,80,96,9.53
513,Agadir,MA,2022-06-14 06:33:43,30.4202,-9.5982,70.25,63,43,12.28
514,Sept-Iles,CA,2022-06-14 06:33:43,50.2001,-66.3821,53.06,93,100,9.22
515,Nova Vicosa,BR,2022-06-14 06:33:43,-17.8919,-39.3719,72.72,67,93,14.65
516,Belomorsk,RU,2022-06-14 06:33:44,64.5232,34.7668,69.04,48,59,2.73
517,San Jose Temascatio,MX,2022-06-14 06:33:44,20.6833,-101.2667,65.16,60,41,2.8
518,Puerto Del Rosario,ES,2022-06-14 06:33:44,28.5004,-13.8627,69.55,78,20,3.44
519,Mishelevka,RU,2022-06-14 06:33:44,52.8575,103.1719,79.77,46,100,3.69
520,Isangel,VU,2022-06-14 06:33:45,-19.55,169.2667,77.11,83,100,2.3
521,Japura,ID,2022-06-14 06:33:45,-0.3167,102.35,90.45,50,47,4.32
522,Beloha,MG,2022-06-14 06:33:45,-25.1667,45.05,72.55,48,0,10.65
523,Bethanien,NA,2022-06-14 06:33:46,-26.502,17.1583,49.55,67,22,16.93
524,Bull Savanna,JM,2022-06-14 06:33:46,17.8868,-77.5902,75.04,71,100,4.92
525,Sunrise Manor,US,2022-06-14 06:29:57,36.2111,-115.0731,90.91,10,0,14.97
526,Saurimo,AO,2022-06-14 06:33:47,-9.6608,20.3916,64.72,72,0,5.75
527,Archidona,ES,2022-06-14 06:33:47,37.0965,-4.3887,78.91,22,98,2.21
528,Visnes,NO,2022-06-14 06:33:47,59.3556,5.2242,53.65,87,75,11.5
529,Faya,SA,2022-06-14 06:33:48,18.3851,42.4509,81.12,12,40,17.6
530,Caceres,ES,2022-06-14 06:33:48,39.522,-6.3748,80.28,44,88,5.14
531,Nantucket,US,2022-06-14 06:33:48,41.2835,-70.0995,68.11,87,20,10.36
532,Vieste,IT,2022-06-14 06:33:49,41.8825,16.175,76.14,61,34,7.92
533,Bethlehem,BR,2022-06-14 06:33:49,-1.4558,-48.5044,75.24,94,0,4.61
534,Manturovo,RU,2022-06-14 06:33:49,58.3353,44.7619,71.31,56,100,7.27
535,North Bend,US,2022-06-14 06:30:06,43.4065,-124.2243,52.86,94,20,0.0
536,Spokane,US,2022-06-14 06:33:50,47.6166,-117.3677,48.38,83,100,16.11
537,Tazmalt,DZ,2022-06-14 06:33:50,36.3868,4.3989,90.1,21,2,1.74
538,Constitucion,CL,2022-06-14 06:30:58,-35.3333,-72.4167,50.97,83,100,10.69
539,Hamilton,US,2022-06-14 06:30:30,39.1834,-84.5333,76.77,96,0,1.99
540,Hailey,US,2022-06-14 06:33:51,43.5196,-114.3153,44.46,59,0,9.22
541,Minab,IR,2022-06-14 06:33:51,27.1467,57.0801,94.91,54,0,9.55
542,Shwebo,MM,2022-06-14 06:33:51,22.5667,95.7,96.26,42,93,8.12
543,Maridi,SS,2022-06-14 06:33:52,4.9158,29.4742,74.61,78,91,1.77
544,Jyvaskyla,FI,2022-06-14 06:33:52,62.2415,25.7209,57.94,86,75,6.91
545,Buchanan,LR,2022-06-14 06:33:52,5.8808,-10.0467,77.36,74,51,4.79
546,Wahiawa,US,2022-06-14 06:33:53,21.5028,-158.0236,77.32,76,100,6.91
547,Mugur-Aksy,RU,2022-06-14 06:33:53,50.35,90.5,73.0,32,85,4.03
